문제,해설,정답
[경제토플 한경 TESAT]경쟁의 의미와 관련하여 다음의 설명 중 가장 적절한 것은？,① 시장에서의 경쟁은 만인에 대한 만인의 투쟁 상태이기 때문에 규제해야 한다.② 완전경쟁은 아주 바람직한 상태이기 때문에 이를 준거로 시장을 규제해야 한다.③ 시장은 독점이나 경제적 권력을 통제하기에 부적합하기 때문에 규제해야 한다.④ 경쟁은 기업들이 효율적인 생산방법이나 소비자들의 욕구충족에 적합한 상품을 찾아내는 발견의 절차이다.⑤ 자유경쟁은 시장경제를 구성하는 원리가 아니다.자유경쟁은 시장경제를 구성하는 핵심원리로 최대한 보장해야 효율적인 자원배분이 이뤄진다.현실은 완전경쟁보다는 과점 체제가 일반적이어서 경제학이론에서 가정하는 완전경쟁을 준거로 시장을 규제하는 것은 바람직하지 않다.시장에서의 경쟁이 활성화될수록 재화와 서비스의 질이 좋아지고 소비자는 더 많은 혜택을 받을 수 있다.정답 ④,
[경제토플 한경 TESAT]과거 영국에서는 부동산에 세금을 매기면서 창문 개수에 따라 세금을 부과한 이른바 창문세(window tax)를 도입한 적이 있다． 그 결과 많은 건물 주인들이 창문을 막아 집안이 어두워졌다고 한다．이처럼 세금 때문에 사람들이 예상치 않은 비금전적 손실을 입게 되는 현상을 일컫는 용어는 다음 중 무엇인가？ ①탈세(tax evasion)②초과부담(excess burden)③전가(transfer)④불공평성(unfairness)⑤조세경쟁(tax competition),초과부담은 조세 부담을 피하기 위해 자신의 선택 패턴을 변화시킴으로써 겪게 되는 후생상의 감소를 말한다．,②
"[경제토플 한경 TESAT]다음은 한국판 뉴딜정책인 희망근로에 관한 기사이다. 희망근로에 대해 설명한 보기 중 이 기사의 주장을 가장 정확하게 요약한 것은？ ""정부는 희망근로 종사자들이 백두대간 보호사업 등 정부의 4대 랜드마크 사업을 비롯해 시 · 도의 대표사업，시 · 군 · 구의 특화사업 등에 집중 배치될 것이라고 예고했다. 그러나 뚜껑을 열어 보니 전혀 딴판이다. 사업의 절반 이상이 환경정비，풀 뽑기 등 단순 반복 업무다. 포장은 그럴 듯하나 꼼꼼히 들여다보면 속빈강정이다. 예컨대 '군 주변 녹색환경사업'은 군부대의 담장에 벽화를 그리고 위병소와 면회실 주변 화단을 꾸미는 일이다. 농촌지역의 경우 바쁜 일손을 뺏는 애물단지로 전락하고 있다. 울산시 울주군 서생면에서 배밭을 가꾸고 있는 박용하씨(49)는 ""오는 20일까지 배 봉지 씌우기를 마쳐야 하는데 일할 사람들이 희망근로에 나가 하루 일당 10만원을 주고도 사람 구하기가 힘들다""고 하소연했다. ① 좋은 일자리를 만들어 국민 후생을 증가시킬 것이다.② 계속 추진하면 경제를 회복시키는 데 도움이 될 것이다.③ 민간경제를 활성화시킬 것이다.④ 정부의 재정을 효율적으로 사용하고 있다.⑤ 민간경제를 구축해 경기회복을 방해하는 면도 있다.",희망근로사업은 1997년 외환위기 이후 대규모 실업사태를 우려해 정부가 도입한 공공근로사업과 유사한 것이다. 희망근로사업은 대상자 선별작업이 제대로 이뤄지지 않아 중산층 주부가 용돈벌이로 참여하거나 제시문의 경우처럼 단순반복작업에 그치고 농촌지역 등에서 바쁜 일손을 빼앗았다는 비판을 받았다. '농촌의 바쁜 일손을 뺏는 애물단지로 전락했다'는 구절에서 볼 수 있듯이 희망근로사업이 민간경제를 구축했다는 게 제시문의 주장이라고 볼 수 있다. 정답 ⑤,
[경제토플 한경 TESAT]다음 보기 중 우리나라 헌법에 규정되어 있는 경제조항이 아닌 것은？①개인과 기업의 자유와 창의를 존중한다．②농지의 소작제도는 금지된다．③국가는 대외무역을 육성하며 이를 규제·조정할 수 있다．④대통령은 경제위기시 민간 기업을 국유 또는 공유로 전환할 수 있다．⑤국가는 국가 표준 제도를 확립한다．,우리나라 현행 헌법은 1987년 10월27일 개정·공포된 것으로 전문과 총강， 국민의 권리의무， 국회， 정부， 법원， 헌법재판소， 선거관리， 지방자치， 경제， 헌법개정 등 10장으로 나뉘어져 있다． 본문 130조와 부칙 6조로 구성돼 있다． 제9장 경제 부문은 한번쯤 읽어두는 게 좋다． 여기에는 경자유전(耕者有田) 원칙에 따라 소작제도를 금지하고 대외무역을 육성 조정할 수 있으며 국가가 표준제도를 확립한다는 내용이 규정돼 있다． 대통령이 경제위기시 민간 기업을 국유 또는 공유로 전환할 수 있다는 내용은 자유 시장경제에 어울리지 않는 것으로 헌법에 명시돼 있지 않다． <정답> ④,
[경제토플 한경 TESAT]다음은 신문기사의 일부다. 이 기사를 바탕으로 추론한 아래 보기 중 바르지 않은 것은？ 조세특례제한법(조특법)이 시행된 이후 세금 감면 혜택을 받는 지방 골프장의 내장객이 크게 늘어난 것으로 나타났다. 조특법 시행 후인 2008년 10월부터 지방에 있는 16개 대중 골프장도 조특법 시행 이후 내장객이 32.2% 증가한 것으로 조사됐다. 반면 조특법 혜택을 받지 못하는 수도권(서울 · 인천 · 경기) 회원제 골프장은 같은 기간 내장객 수가 4.5% 줄었다. 한국골프장경영협회는 이 같은 현상에 힘입어 해외로 나가는 골프 관광객이 조특법 시행 전에 비해 약 38만4000명 감소，총 7675억원에 이르는 서비스수지 개선 효과가 있는 것으로 분석했다.   -◆◆경제신문 인터넷판 2009년 7월9일- ①지방 골프장 이용료는 감면된 세금액을 반영해 상당폭 인하되었다.②지방 골프장 이용료 인하율이 20%였다면 지방 골프장 수요는 가격에 대해 탄력적이다.③해외 골프 관광객의 감소는 환율 변화 등 다른 요소 때문일 수도 있다.④수도권 골프장 수요자의 소득이 조특법 시행 이후 감소하였다면 다른 조건이 변하지 않을 때 수도권 골프장은 정상재(normal goods)라고 할 수 있다.⑤수도권 골프장 수요자의 소득에 변화가 없다는 가정 아래 위의 보도 내용은 지방 골프장이 수도권 골프장의 보완재(complement)임을 보여준다.,지방 골프장 이용료가 20% 인하됐다면 내장객이 32．2% 증가했기 때문에 수요의 가격탄력성은 1이상이기 때문에 탄력적이다． 소득과 어떤 상품에 대한 수요가 비례하면 정상재， 반비례하면 열등재이다．세금 감면 혜택을 받는 지방 골프장 내장객이 크게 늘어났고 수도권 회원제 골프장은 내장객이 줄었기 때문에 둘은 보완재가 아니라 대체재 관계다． 정답 ⑤,
[경제토플 한경 TESAT]여름용 샌들을 구입하기 위해 유명 구두생산업체인 E매장을 찾은 경숙이는 매장에 샌들 이외에 구두， 핸드백 및 가방 등 온갖 종류의 가죽제품이 함께 진열된 것을 보고 궁금증을 갖게 됐다.경숙이의 궁금증을 풀어줄 수 있는 경제원리를 설명한 아래 보기 중 틀린 것은？ ①업체가 샌들 이외에 다른 가죽제품을 함께 생산해 판매하는 것은 범위의 경제효과를 얻기 위함이다.②결합생산물(joint products)의 존재는 생산 및 판매 전략을 통해 비용을 절감할 수 있는 이점을 제공해준다. ③생산 과정에서 어떤 투입요소가 공동투입요소(public inputs)의 역할을 하는 경우 범위의 경제효과를 기대할 수 있다.④유통망 등 공통 요소가 존재할 경우 다양한 종류의 상품을 생산，판매하는 것이 경제적으로 유리할 수 있다. ⑤이같이 비용절감 효과가 큰 경우 일반적으로 해당 상품시장은 경쟁적 시장구조를 갖게 된다.,결합생산물의 존재나 공동투입요소와 유통망의 활용 등을 통해 한 기업이 여러 상품을 동시에 생산 또는 판매함으로써 비용상의 이점이 생길 때 범위의 경제(economies of scope)가 있다고 한다. 범위의 경제가 현저하게 존재하는 경우 시장구조는 독과점체제를 형성할 수밖에 없는데， 이와 같은 독과점체제의 시장 구조를 여러 개의 독립 기업으로 구성된 경쟁적인 시장구조로 바꾸려 고집하는 것은 오히려 경제적 비효율성을 초래할 수 있게 된다. 범위의 경제효과는 단일 기업이 여러 상품을 동시에 생산 또는 판매할 때 비용상의 절감효과를 얻는 반면 규모의 경제효과는 단일 상품을 대량으로 생산하는 경우 비용절감 효과를 얻는다는 차이가 있다. 정답 ⑤,
[경제토플 한경 TESAT]다음 중 외부효과의 예가 아닌 것은？,①멋진 음악을 연주하는 거리 악사의 연주를 공짜로 감상한다.②자동차에서 배출되는 매연으로 공기가 오염된다.③내 옆 가게의 손님이 늘어나니 내 가게 손님도 늘어난다.④내가 소유한 건물을 다른 사람이 파손했을 때 배상을 요구한다.⑤나는 서둘러 신종플루 예방접종을 하였다.외부효과는 한 사람의 행위가 제3자의 경제적 후생에 영향을 미치는 현상을 말한다. 긍정적 영향을 미치면 외부경제라 하고，부정적 영향을 미치면 외부불경제라고 한다. 내가 소유한 건물을 다른 사람이 파손했을 때는 내가 피해를 받은 당사자이기 때문에 제3자라고 볼 수 없다.,④
[경제토플 한경 TESAT]다음 중 가격 차별화의 예로 적당하지 않은 것은？,①대입 원서 인터넷 접수료와 오프라인 접수료의 차이②성인과 청소년의 영화 관람료 차이③중화요리점의 자장면 점심 특가 판매④수출용과 내수용 자동차의 가격 차이⑤대학생반과 주부반의 영어 학원비가격차별은 동일한 상품에 대해 구입자에 따라 다른 가격을 받는 행위를 말한다. 시간대별 또는 요일별 영화관람료 차이，비행기나 오페라 극장의 좌석에 따른 요금차이 등을 예로 들 수 있다. 대입원서 인터넷 접수와 오프라인 접수 요금의 차이는 '접수'라는 서비스 상품 형태 자체가 온라인과 오프라인으로 다르기 때문에 동일한 상품이라고 볼 수 없다. 중화요리점의 자장면 점심 특가 판매는 점심시간 요금과 저녁시간 요금을 다르게 받는 것으로 가격차별의 일종이다. 정답 ①,
전문경영인과 주주 사이의 대리인 문제를 해소하기 위한 현실적 장치가 아닌 것은？① 경영권 시장에서의 인수합병 위협② 경영자에 대한 교체 압력③ 스톡옵션 등의 경영자 보상계획④ 주주총회에서 주주 의결권⑤ 은행 등 채권자의 발언권 확대,"전문경영인-주주간 대리인 문제란 전문경영인이 주주보다 자신의 이익을 위해 일하는 경향을 말한다．소액투자자들이 많은 오늘날 전문 경영인들은 주주의 감시를 제대로 받지 않아 자신의 급여를 과다하게 책정하거나 회사의 외형이나 단기 이익에 집착하는 경향이 있다．말하자면 도덕적 해이에 빠지는 것이다．이러한 문제를 해결하려면 주주가 경영자를 교체하거나 경영자가 주주의 이익을 위해 일하는 장치를 마련해야 한다. 인수합병 위협, 경영자에 대한 교체 압력, 주주총회에서 주주의결권의 확대 등은 모두 도덕적 해이에 빠진 경영자를 교체하는 제도들이다．경영자에게 스톡옵션을 지급하는 것은 회사(주주)의 이익과 경영자의 이익을 일치시켜 경영자가 주주를 위해 일할 수 있도록 하는 제도이다. 채권자의 발언권을 확대하는 것은 전문경영인 주주간 대리인 문제 해결 방안이라고 할 수 없다. 채권자와 주주의 이익이 반드시 일치하지 않기 때문이다．채권자들은 채권 회수가 주요 관심사이다．정답 ⑤",
[경제토플 한경 TESAT]주식회사 주주의 지위에 관한 다음 설명 중 옳지 않은 것은？ ① 주주는 통상 자신의 의사에 반하여 주주로서의 지위를 상실할 수 없다．② 새로운 주주가 되려면 기존 주주의 동의를 받아야 한다． 상장사도 그렇다．③ 주주는 회사의 지배구조에 관하여 최종적인 의사 결정권을 갖는다．④ 주주는 일상 경영에 영향력을 행사할 수 있다． 그러나 이는 법률적 권리는 아니다．⑤ 현대 회사법은 상장사 주주의 지위를 점차 투자자의 지위로 변화시키고 있다．,주주는 출자한 지분만큼 회사에 대해 의결권 배당청구권 등을 갖는다． 이는 사업 실패 위험을 감수하고 자신의 돈을 투자한 주주(주인)로서의 고유한 권리이다．출자 댓가로 얻는 일종의 재산권이라고 할 수 있다．주주는 이러한 지위로 인해 자신의 의사에 반해 주주권을 침해당하지 않는다．다만 자본이 완전잠식된 법정관리회사에 대해서는 법원이 기존 주주의 주식을 소각하고 신주를 제 3자에게 발행해 회사의 새주인을 찾아줄 수 있다．회사 순재산이 마이너스일 경우 주주의 권리를 보호할 가치가 없다고 보는 것이다．주주는 정관에 특별한 규정이 없는한 보유 주식을 다른 사람에게 자유롭게 양도할 수 있다． 상장사의 경우 정관으로도 주식 양도를 제한할 수 없다．,②
